"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","OILPROD","TOT","KTOE","A","1960",,"L"
"AUS","OILPROD","TOT","KTOE","A","1961",,"L"
"AUS","OILPROD","TOT","KTOE","A","1962",,"L"
"AUS","OILPROD","TOT","KTOE","A","1963",,"L"
"AUS","OILPROD","TOT","KTOE","A","1964",,"L"
"AUS","OILPROD","TOT","KTOE","A","1965",,"L"
"AUS","OILPROD","TOT","KTOE","A","1966",,"L"
"AUS","OILPROD","TOT","KTOE","A","1967",,"L"
"AUS","OILPROD","TOT","KTOE","A","1968",,"L"
"AUS","OILPROD","TOT","KTOE","A","1969",,"L"
"AUS","OILPROD","TOT","KTOE","A","1970",,"L"
"AUS","OILPROD","TOT","KTOE","A","1971",14226.1938,
"AUS","OILPROD","TOT","KTOE","A","1972",15029.0939,
"AUS","OILPROD","TOT","KTOE","A","1973",18720.5771,
"AUS","OILPROD","TOT","KTOE","A","1974",18498.6959,
"AUS","OILPROD","TOT","KTOE","A","1975",19736.0703,
"AUS","OILPROD","TOT","KTOE","A","1976",20177.7686,
"AUS","OILPROD","TOT","KTOE","A","1977",21259.3102,
"AUS","OILPROD","TOT","KTOE","A","1978",20694.8033,
"AUS","OILPROD","TOT","KTOE","A","1979",20828.964,
"AUS","OILPROD","TOT","KTOE","A","1980",19471.8769,
"AUS","OILPROD","TOT","KTOE","A","1981",19007.4745,
"AUS","OILPROD","TOT","KTOE","A","1982",18706.129,
"AUS","OILPROD","TOT","KTOE","A","1983",18220.0545,
"AUS","OILPROD","TOT","KTOE","A","1984",22148.8988,
"AUS","OILPROD","TOT","KTOE","A","1985",25468.86,
"AUS","OILPROD","TOT","KTOE","A","1986",26561.5586,
"AUS","OILPROD","TOT","KTOE","A","1987",26399.7644,
"AUS","OILPROD","TOT","KTOE","A","1988",26322.9235,
"AUS","OILPROD","TOT","KTOE","A","1989",23679.7053,
"AUS","OILPROD","TOT","KTOE","A","1990",26752.604,
"AUS","OILPROD","TOT","KTOE","A","1991",26717.9354,
"AUS","OILPROD","TOT","KTOE","A","1992",23439.1262,
"AUS","OILPROD","TOT","KTOE","A","1993",22940.1084,
"AUS","OILPROD","TOT","KTOE","A","1994",21286.5212,
"AUS","OILPROD","TOT","KTOE","A","1995",22718.4395,
"AUS","OILPROD","TOT","KTOE","A","1996",20539.5704,
"AUS","OILPROD","TOT","KTOE","A","1997",20494.3962,
"AUS","OILPROD","TOT","KTOE","A","1998",22008.2585,
"AUS","OILPROD","TOT","KTOE","A","1999",16551.6307,
"AUS","OILPROD","TOT","KTOE","A","2000",25081.1572,
"AUS","OILPROD","TOT","KTOE","A","2001",26611.8285,
"AUS","OILPROD","TOT","KTOE","A","2002",30307.7115,
"AUS","OILPROD","TOT","KTOE","A","2003",29403.1762,
"AUS","OILPROD","TOT","KTOE","A","2004",25785.0349,
"AUS","OILPROD","TOT","KTOE","A","2005",22928.5522,
"AUS","OILPROD","TOT","KTOE","A","2006",20414.5534,
"AUS","OILPROD","TOT","KTOE","A","2007",23214.3056,
"AUS","OILPROD","TOT","KTOE","A","2008",21500.8362,
"AUS","OILPROD","TOT","KTOE","A","2009",22170.0453,
"AUS","OILPROD","TOT","KTOE","A","2010",23141.8167,
"AUS","OILPROD","TOT","KTOE","A","2011",22300.2448,
"AUS","OILPROD","TOT","KTOE","A","2012",20804.5898,
"AUS","OILPROD","TOT","KTOE","A","2013",18082.2999,
"AUS","OILPROD","TOT","KTOE","A","2014",17036.094,
"AUS","OILPROD","TOT","KTOE","A","2015",16158.6537,
"AUS","OILPROD","TOT","KTOE","A","2016",15783.1907,
"AUS","OILPROD","TOT","KTOE","A","2017",13650.3951,
"AUS","OILPROD","TOT","KTOE","A","2018",13018.5851,
"AUS","OILPROD","TOT","KTOE","A","2019",14943.0339,
"AUS","OILPROD","TOT","KTOE","A","2020",17401.3781,
"AUS","OILPROD","TOT","KTOE","A","2021",15577.2718,
"AUT","OILPROD","TOT","KTOE","A","1960",,"L"
"AUT","OILPROD","TOT","KTOE","A","1961",,"L"
"AUT","OILPROD","TOT","KTOE","A","1962",,"L"
"AUT","OILPROD","TOT","KTOE","A","1963",,"L"
"AUT","OILPROD","TOT","KTOE","A","1964",,"L"
"AUT","OILPROD","TOT","KTOE","A","1965",,"L"
"AUT","OILPROD","TOT","KTOE","A","1966",,"L"
"AUT","OILPROD","TOT","KTOE","A","1967",,"L"
"AUT","OILPROD","TOT","KTOE","A","1968",,"L"
"AUT","OILPROD","TOT","KTOE","A","1969",,"L"
"AUT","OILPROD","TOT","KTOE","A","1970",,"L"
"AUT","OILPROD","TOT","KTOE","A","1971",2628.0811,
"AUT","OILPROD","TOT","KTOE","A","1972",2515.4056,
"AUT","OILPROD","TOT","KTOE","A","1973",2635.1868,
"AUT","OILPROD","TOT","KTOE","A","1974",2295.1299,
"AUT","OILPROD","TOT","KTOE","A","1975",2067.7486,
"AUT","OILPROD","TOT","KTOE","A","1976",1960.1486,
"AUT","OILPROD","TOT","KTOE","A","1977",1788.5975,
"AUT","OILPROD","TOT","KTOE","A","1978",1818.0353,
"AUT","OILPROD","TOT","KTOE","A","1979",1752.0541,
"AUT","OILPROD","TOT","KTOE","A","1980",1469.8576,
"AUT","OILPROD","TOT","KTOE","A","1981",1324.6991,
"AUT","OILPROD","TOT","KTOE","A","1982",1280.0349,
"AUT","OILPROD","TOT","KTOE","A","1983",1255.6726,
"AUT","OILPROD","TOT","KTOE","A","1984",1192.7367,
"AUT","OILPROD","TOT","KTOE","A","1985",1137.9216,
"AUT","OILPROD","TOT","KTOE","A","1986",1110.514,
"AUT","OILPROD","TOT","KTOE","A","1987",1062.8045,
"AUT","OILPROD","TOT","KTOE","A","1988",1192.7367,
"AUT","OILPROD","TOT","KTOE","A","1989",1173.4499,
"AUT","OILPROD","TOT","KTOE","A","1990",1166.3442,
"AUT","OILPROD","TOT","KTOE","A","1991",1299.3217,
"AUT","OILPROD","TOT","KTOE","A","1992",1197.8122,
"AUT","OILPROD","TOT","KTOE","A","1993",1171.4197,
"AUT","OILPROD","TOT","KTOE","A","1994",1115.5895,
"AUT","OILPROD","TOT","KTOE","A","1995",1050.6234,
"AUT","OILPROD","TOT","KTOE","A","1996",1006.9743,
"AUT","OILPROD","TOT","KTOE","A","1997",986.9046,
"AUT","OILPROD","TOT","KTOE","A","1998",973.4762,
"AUT","OILPROD","TOT","KTOE","A","1999",1020.2843,
"AUT","OILPROD","TOT","KTOE","A","2000",989.3216,
"AUT","OILPROD","TOT","KTOE","A","2001",971.446,
"AUT","OILPROD","TOT","KTOE","A","2002",962.3101,
"AUT","OILPROD","TOT","KTOE","A","2003",932.8724,
"AUT","OILPROD","TOT","KTOE","A","2004",985.6573,
"AUT","OILPROD","TOT","KTOE","A","2005",867.6779,
"AUT","OILPROD","TOT","KTOE","A","2006",876.3509,
"AUT","OILPROD","TOT","KTOE","A","2007",812.4222,
"AUT","OILPROD","TOT","KTOE","A","2008",919.8152,
"AUT","OILPROD","TOT","KTOE","A","2009",958.1371,
"AUT","OILPROD","TOT","KTOE","A","2010",916.2553,
"AUT","OILPROD","TOT","KTOE","A","2011",752.7874,
"AUT","OILPROD","TOT","KTOE","A","2012",852.7468,
"AUT","OILPROD","TOT","KTOE","A","2013",855.5069,
"AUT","OILPROD","TOT","KTOE","A","2014",966.9481,
"AUT","OILPROD","TOT","KTOE","A","2015",866.9054,
"AUT","OILPROD","TOT","KTOE","A","2016",797.4861,
"AUT","OILPROD","TOT","KTOE","A","2017",708.4419,
"AUT","OILPROD","TOT","KTOE","A","2018",680.5877,
"AUT","OILPROD","TOT","KTOE","A","2019",643.9134,
"AUT","OILPROD","TOT","KTOE","A","2020",556.0031,
"AUT","OILPROD","TOT","KTOE","A","2021",558.6789,
"BEL","OILPROD","TOT","KTOE","A","1960",,"L"
"BEL","OILPROD","TOT","KTOE","A","1961",,"L"
"BEL","OILPROD","TOT","KTOE","A","1962",,"L"
"BEL","OILPROD","TOT","KTOE","A","1963",,"L"
"BEL","OILPROD","TOT","KTOE","A","1964",,"L"
"BEL","OILPROD","TOT","KTOE","A","1965",,"L"
"BEL","OILPROD","TOT","KTOE","A","1966",,"L"
"BEL","OILPROD","TOT","KTOE","A","1967",,"L"
"BEL","OILPROD","TOT","KTOE","A","1968",,"L"
"BEL","OILPROD","TOT","KTOE","A","1969",,"L"
"BEL","OILPROD","TOT","KTOE","A","1970",,"L"
"BEL","OILPROD","TOT","KTOE","A","1971",0,
"BEL","OILPROD","TOT","KTOE","A","1972",0,
"BEL","OILPROD","TOT","KTOE","A","1973",0,
"BEL","OILPROD","TOT","KTOE","A","1974",0,
"BEL","OILPROD","TOT","KTOE","A","1975",0,
"BEL","OILPROD","TOT","KTOE","A","1976",0,
"BEL","OILPROD","TOT","KTOE","A","1977",0,
"BEL","OILPROD","TOT","KTOE","A","1978",0,
"BEL","OILPROD","TOT","KTOE","A","1979",0,
"BEL","OILPROD","TOT","KTOE","A","1980",0,
"BEL","OILPROD","TOT","KTOE","A","1981",0,
"BEL","OILPROD","TOT","KTOE","A","1982",0,
"BEL","OILPROD","TOT","KTOE","A","1983",0,
"BEL","OILPROD","TOT","KTOE","A","1984",0,
"BEL","OILPROD","TOT","KTOE","A","1985",0,
"BEL","OILPROD","TOT","KTOE","A","1986",0,
"BEL","OILPROD","TOT","KTOE","A","1987",0,
"BEL","OILPROD","TOT","KTOE","A","1988",0,
"BEL","OILPROD","TOT","KTOE","A","1989",0,
"BEL","OILPROD","TOT","KTOE","A","1990",0,
"BEL","OILPROD","TOT","KTOE","A","1991",0,
"BEL","OILPROD","TOT","KTOE","A","1992",0,
"BEL","OILPROD","TOT","KTOE","A","1993",0,
"BEL","OILPROD","TOT","KTOE","A","1994",0,
"BEL","OILPROD","TOT","KTOE","A","1995",0,
"BEL","OILPROD","TOT","KTOE","A","1996",0,
"BEL","OILPROD","TOT","KTOE","A","1997",0,
"BEL","OILPROD","TOT","KTOE","A","1998",0,
"BEL","OILPROD","TOT","KTOE","A","1999",0,
"BEL","OILPROD","TOT","KTOE","A","2000",0,
"BEL","OILPROD","TOT","KTOE","A","2001",0,
"BEL","OILPROD","TOT","KTOE","A","2002",0,
"BEL","OILPROD","TOT","KTOE","A","2003",0,
"BEL","OILPROD","TOT","KTOE","A","2004",0,
"BEL","OILPROD","TOT","KTOE","A","2005",0,
"BEL","OILPROD","TOT","KTOE","A","2006",0,
"BEL","OILPROD","TOT","KTOE","A","2007",0,
"BEL","OILPROD","TOT","KTOE","A","2008",0,
"BEL","OILPROD","TOT","KTOE","A","2009",0,
"BEL","OILPROD","TOT","KTOE","A","2010",0,
"BEL","OILPROD","TOT","KTOE","A","2011",0,
"BEL","OILPROD","TOT","KTOE","A","2012",0,
"BEL","OILPROD","TOT","KTOE","A","2013",0,
"BEL","OILPROD","TOT","KTOE","A","2014",0,
"BEL","OILPROD","TOT","KTOE","A","2015",0,
"BEL","OILPROD","TOT","KTOE","A","2016",0,
"BEL","OILPROD","TOT","KTOE","A","2017",0,
"BEL","OILPROD","TOT","KTOE","A","2018",0,
"BEL","OILPROD","TOT","KTOE","A","2019",0,
"BEL","OILPROD","TOT","KTOE","A","2020",0,
"BEL","OILPROD","TOT","KTOE","A","2021",0,
"CAN","OILPROD","TOT","KTOE","A","1960",,"L"
"CAN","OILPROD","TOT","KTOE","A","1961",,"L"
"CAN","OILPROD","TOT","KTOE","A","1962",,"L"
"CAN","OILPROD","TOT","KTOE","A","1963",,"L"
"CAN","OILPROD","TOT","KTOE","A","1964",,"L"
"CAN","OILPROD","TOT","KTOE","A","1965",,"L"
"CAN","OILPROD","TOT","KTOE","A","1966",,"L"
"CAN","OILPROD","TOT","KTOE","A","1967",,"L"
"CAN","OILPROD","TOT","KTOE","A","1968",,"L"
"CAN","OILPROD","TOT","KTOE","A","1969",,"L"
"CAN","OILPROD","TOT","KTOE","A","1970",,"L"
"CAN","OILPROD","TOT","KTOE","A","1971",67007.8236,
"CAN","OILPROD","TOT","KTOE","A","1972",77035.8995,
"CAN","OILPROD","TOT","KTOE","A","1973",90370.2152,
"CAN","OILPROD","TOT","KTOE","A","1974",84632.586,
"CAN","OILPROD","TOT","KTOE","A","1975",79325.2279,
"CAN","OILPROD","TOT","KTOE","A","1976",72727.0565,
"CAN","OILPROD","TOT","KTOE","A","1977",72847.655,
"CAN","OILPROD","TOT","KTOE","A","1978",71739.7836,
"CAN","OILPROD","TOT","KTOE","A","1979",79991.5859,
"CAN","OILPROD","TOT","KTOE","A","1980",65540.2006,
"CAN","OILPROD","TOT","KTOE","A","1981",58534.2426,
"CAN","OILPROD","TOT","KTOE","A","1982",57339.4994,
"CAN","OILPROD","TOT","KTOE","A","1983",59548.088,
"CAN","OILPROD","TOT","KTOE","A","1984",66797.2872,
"CAN","OILPROD","TOT","KTOE","A","1985",66419.1392,
"CAN","OILPROD","TOT","KTOE","A","1986",66554.046,
"CAN","OILPROD","TOT","KTOE","A","1987",70292.601,
"CAN","OILPROD","TOT","KTOE","A","1988",73515.0351,
"CAN","OILPROD","TOT","KTOE","A","1989",70081.0426,
"CAN","OILPROD","TOT","KTOE","A","1990",69998.2588,
"CAN","OILPROD","TOT","KTOE","A","1991",68728.908,
"CAN","OILPROD","TOT","KTOE","A","1992",71553.7757,
"CAN","OILPROD","TOT","KTOE","A","1993",74872.2798,
"CAN","OILPROD","TOT","KTOE","A","1994",77323.0876,
"CAN","OILPROD","TOT","KTOE","A","1995",79944.5729,
"CAN","OILPROD","TOT","KTOE","A","1996",81793.41,
"CAN","OILPROD","TOT","KTOE","A","1997",86451.7844,
"CAN","OILPROD","TOT","KTOE","A","1998",91123.4451,
"CAN","OILPROD","TOT","KTOE","A","1999",84443.512,
"CAN","OILPROD","TOT","KTOE","A","2000",89873.5127,
"CAN","OILPROD","TOT","KTOE","A","2001",90223.0441,
"CAN","OILPROD","TOT","KTOE","A","2002",93116.3872,
"CAN","OILPROD","TOT","KTOE","A","2003",101441.7751,
"CAN","OILPROD","TOT","KTOE","A","2004",104830.7987,
"CAN","OILPROD","TOT","KTOE","A","2005",106808.4105,
"CAN","OILPROD","TOT","KTOE","A","2006",115490.4839,
"CAN","OILPROD","TOT","KTOE","A","2007",109452.3803,
"CAN","OILPROD","TOT","KTOE","A","2008",110046.1749,
"CAN","OILPROD","TOT","KTOE","A","2009",103680.0024,
"CAN","OILPROD","TOT","KTOE","A","2010",110424.3229,
"CAN","OILPROD","TOT","KTOE","A","2011",117003.0759,
"CAN","OILPROD","TOT","KTOE","A","2012",127611.66,
"CAN","OILPROD","TOT","KTOE","A","2013",138333.6885,
"CAN","OILPROD","TOT","KTOE","A","2014",152695.1359,
"CAN","OILPROD","TOT","KTOE","A","2015",158024.9785,
"CAN","OILPROD","TOT","KTOE","A","2016",161526.4245,
"CAN","OILPROD","TOT","KTOE","A","2017",174517.3409,
"CAN","OILPROD","TOT","KTOE","A","2018",192403.7408,
"CAN","OILPROD","TOT","KTOE","A","2019",192971.3328,
"CAN","OILPROD","TOT","KTOE","A","2020",181618.2795,
"CAN","OILPROD","TOT","KTOE","A","2021",194358.0035,
"CZE","OILPROD","TOT","KTOE","A","1960",,"L"
"CZE","OILPROD","TOT","KTOE","A","1961",,"L"
"CZE","OILPROD","TOT","KTOE","A","1962",,"L"
"CZE","OILPROD","TOT","KTOE","A","1963",,"L"
"CZE","OILPROD","TOT","KTOE","A","1964",,"L"
"CZE","OILPROD","TOT","KTOE","A","1965",,"L"
"CZE","OILPROD","TOT","KTOE","A","1966",,"L"
"CZE","OILPROD","TOT","KTOE","A","1967",,"L"
"CZE","OILPROD","TOT","KTOE","A","1968",,"L"
"CZE","OILPROD","TOT","KTOE","A","1969",,"L"
"CZE","OILPROD","TOT","KTOE","A","1970",,"L"
"CZE","OILPROD","TOT","KTOE","A","1971",34.9298,
"CZE","OILPROD","TOT","KTOE","A","1972",38.9218,
"CZE","OILPROD","TOT","KTOE","A","1973",42.9137,
"CZE","OILPROD","TOT","KTOE","A","1974",44.9097,
"CZE","OILPROD","TOT","KTOE","A","1975",84.8295,
"CZE","OILPROD","TOT","KTOE","A","1976",77.8435,
"CZE","OILPROD","TOT","KTOE","A","1977",34.9298,
"CZE","OILPROD","TOT","KTOE","A","1978",65.8676,
"CZE","OILPROD","TOT","KTOE","A","1979",60.8776,
"CZE","OILPROD","TOT","KTOE","A","1980",50.8977,
"CZE","OILPROD","TOT","KTOE","A","1981",49.8997,
"CZE","OILPROD","TOT","KTOE","A","1982",53.8917,
"CZE","OILPROD","TOT","KTOE","A","1983",55.8876,
"CZE","OILPROD","TOT","KTOE","A","1984",55.8876,
"CZE","OILPROD","TOT","KTOE","A","1985",56.8856,
"CZE","OILPROD","TOT","KTOE","A","1986",55.8876,
"CZE","OILPROD","TOT","KTOE","A","1987",50.8977,
"CZE","OILPROD","TOT","KTOE","A","1988",44.9097,
"CZE","OILPROD","TOT","KTOE","A","1989",46.9057,
"CZE","OILPROD","TOT","KTOE","A","1990",49.8997,
"CZE","OILPROD","TOT","KTOE","A","1991",68.8616,
"CZE","OILPROD","TOT","KTOE","A","1992",81.8355,
"CZE","OILPROD","TOT","KTOE","A","1993",110.7773,
"CZE","OILPROD","TOT","KTOE","A","1994",127.7432,
"CZE","OILPROD","TOT","KTOE","A","1995",145.2224,
"CZE","OILPROD","TOT","KTOE","A","1996",151.2013,
"CZE","OILPROD","TOT","KTOE","A","1997",162.1435,
"CZE","OILPROD","TOT","KTOE","A","1998",177.9397,
"CZE","OILPROD","TOT","KTOE","A","1999",183.1967,
"CZE","OILPROD","TOT","KTOE","A","2000",175.4556,
"CZE","OILPROD","TOT","KTOE","A","2001",183.2885,
"CZE","OILPROD","TOT","KTOE","A","2002",265.8355,
"CZE","OILPROD","TOT","KTOE","A","2003",317.5224,
"CZE","OILPROD","TOT","KTOE","A","2004",305.9415,
"CZE","OILPROD","TOT","KTOE","A","2005",312.9402,
"CZE","OILPROD","TOT","KTOE","A","2006",265.7342,
"CZE","OILPROD","TOT","KTOE","A","2007",247.228,
"CZE","OILPROD","TOT","KTOE","A","2008",242.763,
"CZE","OILPROD","TOT","KTOE","A","2009",222.6999,
"CZE","OILPROD","TOT","KTOE","A","2010",178.2364,
"CZE","OILPROD","TOT","KTOE","A","2011",167.0966,
"CZE","OILPROD","TOT","KTOE","A","2012",157.9822,
"CZE","OILPROD","TOT","KTOE","A","2013",155.9605,
"CZE","OILPROD","TOT","KTOE","A","2014",151.906,
"CZE","OILPROD","TOT","KTOE","A","2015",129.6264,
"CZE","OILPROD","TOT","KTOE","A","2016",118.4867,
"CZE","OILPROD","TOT","KTOE","A","2017",109.3723,
"CZE","OILPROD","TOT","KTOE","A","2018",112.4486,
"CZE","OILPROD","TOT","KTOE","A","2019",82.2227,
"CZE","OILPROD","TOT","KTOE","A","2020",93.3887,
"CZE","OILPROD","TOT","KTOE","A","2021",85.268,
"DNK","OILPROD","TOT","KTOE","A","1960",,"L"
"DNK","OILPROD","TOT","KTOE","A","1961",,"L"
"DNK","OILPROD","TOT","KTOE","A","1962",,"L"
"DNK","OILPROD","TOT","KTOE","A","1963",,"L"
"DNK","OILPROD","TOT","KTOE","A","1964",,"L"
"DNK","OILPROD","TOT","KTOE","A","1965",,"L"
"DNK","OILPROD","TOT","KTOE","A","1966",,"L"
"DNK","OILPROD","TOT","KTOE","A","1967",,"L"
"DNK","OILPROD","TOT","KTOE","A","1968",,"L"
"DNK","OILPROD","TOT","KTOE","A","1969",,"L"
"DNK","OILPROD","TOT","KTOE","A","1970",,"L"
"DNK","OILPROD","TOT","KTOE","A","1971",0,
"DNK","OILPROD","TOT","KTOE","A","1972",77.5103,
"DNK","OILPROD","TOT","KTOE","A","1973",69.3513,
"DNK","OILPROD","TOT","KTOE","A","1974",90.7686,
"DNK","OILPROD","TOT","KTOE","A","1975",150.9411,
"DNK","OILPROD","TOT","KTOE","A","1976",197.8552,
"DNK","OILPROD","TOT","KTOE","A","1977",512.9956,
"DNK","OILPROD","TOT","KTOE","A","1978",440.5847,
"DNK","OILPROD","TOT","KTOE","A","1979",440.5847,
"DNK","OILPROD","TOT","KTOE","A","1980",303.9218,
"DNK","OILPROD","TOT","KTOE","A","1981",773.063,
"DNK","OILPROD","TOT","KTOE","A","1982",1719.5042,
"DNK","OILPROD","TOT","KTOE","A","1983",2194.7645,
"DNK","OILPROD","TOT","KTOE","A","1984",2359.9838,
"DNK","OILPROD","TOT","KTOE","A","1985",2949.4698,
"DNK","OILPROD","TOT","KTOE","A","1986",3692.9564,
"DNK","OILPROD","TOT","KTOE","A","1987",4693.4508,
"DNK","OILPROD","TOT","KTOE","A","1988",4828.0739,
"DNK","OILPROD","TOT","KTOE","A","1989",5640.9119,
"DNK","OILPROD","TOT","KTOE","A","1990",6113.1126,
"DNK","OILPROD","TOT","KTOE","A","1991",7131.9647,
"DNK","OILPROD","TOT","KTOE","A","1992",7910.1271,
"DNK","OILPROD","TOT","KTOE","A","1993",8429.2419,
"DNK","OILPROD","TOT","KTOE","A","1994",9299.1927,
"DNK","OILPROD","TOT","KTOE","A","1995",9352.226,
"DNK","OILPROD","TOT","KTOE","A","1996",10323.1442,
"DNK","OILPROD","TOT","KTOE","A","1997",11446.3313,
"DNK","OILPROD","TOT","KTOE","A","1998",11741.091,
"DNK","OILPROD","TOT","KTOE","A","1999",14856.0953,
"DNK","OILPROD","TOT","KTOE","A","2000",18260.7242,
"DNK","OILPROD","TOT","KTOE","A","2001",17343.5798,
"DNK","OILPROD","TOT","KTOE","A","2002",18633.5387,
"DNK","OILPROD","TOT","KTOE","A","2003",18633.5387,
"DNK","OILPROD","TOT","KTOE","A","2004",19782.7935,
"DNK","OILPROD","TOT","KTOE","A","2005",19017.6507,
"DNK","OILPROD","TOT","KTOE","A","2006",17294.282,
"DNK","OILPROD","TOT","KTOE","A","2007",15579.1296,
"DNK","OILPROD","TOT","KTOE","A","2008",14414.4693,
"DNK","OILPROD","TOT","KTOE","A","2009",13251.863,
"DNK","OILPROD","TOT","KTOE","A","2010",12485.6931,
"DNK","OILPROD","TOT","KTOE","A","2011",11236.8157,
"DNK","OILPROD","TOT","KTOE","A","2012",10249.8328,
"DNK","OILPROD","TOT","KTOE","A","2013",8917.7654,
"DNK","OILPROD","TOT","KTOE","A","2014",8350.8407,
"DNK","OILPROD","TOT","KTOE","A","2015",7897.7242,
"DNK","OILPROD","TOT","KTOE","A","2016",7111.5908,
"DNK","OILPROD","TOT","KTOE","A","2017",6919.1168,
"DNK","OILPROD","TOT","KTOE","A","2018",5818.9749,
"DNK","OILPROD","TOT","KTOE","A","2019",5152.8867,
"DNK","OILPROD","TOT","KTOE","A","2020",3615.3841,
"DNK","OILPROD","TOT","KTOE","A","2021",3326.574,
"FIN","OILPROD","TOT","KTOE","A","1960",,"L"
"FIN","OILPROD","TOT","KTOE","A","1961",,"L"
"FIN","OILPROD","TOT","KTOE","A","1962",,"L"
"FIN","OILPROD","TOT","KTOE","A","1963",,"L"
"FIN","OILPROD","TOT","KTOE","A","1964",,"L"
"FIN","OILPROD","TOT","KTOE","A","1965",,"L"
"FIN","OILPROD","TOT","KTOE","A","1966",,"L"
"FIN","OILPROD","TOT","KTOE","A","1967",,"L"
"FIN","OILPROD","TOT","KTOE","A","1968",,"L"
"FIN","OILPROD","TOT","KTOE","A","1969",,"L"
"FIN","OILPROD","TOT","KTOE","A","1970",,"L"
"FIN","OILPROD","TOT","KTOE","A","1971",0,
"FIN","OILPROD","TOT","KTOE","A","1972",0,
"FIN","OILPROD","TOT","KTOE","A","1973",0,
"FIN","OILPROD","TOT","KTOE","A","1974",0,
"FIN","OILPROD","TOT","KTOE","A","1975",0,
"FIN","OILPROD","TOT","KTOE","A","1976",0,
"FIN","OILPROD","TOT","KTOE","A","1977",0,
"FIN","OILPROD","TOT","KTOE","A","1978",0,
"FIN","OILPROD","TOT","KTOE","A","1979",0,
"FIN","OILPROD","TOT","KTOE","A","1980",0,
"FIN","OILPROD","TOT","KTOE","A","1981",0,
"FIN","OILPROD","TOT","KTOE","A","1982",0,
"FIN","OILPROD","TOT","KTOE","A","1983",0,
"FIN","OILPROD","TOT","KTOE","A","1984",0,
"FIN","OILPROD","TOT","KTOE","A","1985",0,
"FIN","OILPROD","TOT","KTOE","A","1986",0,
"FIN","OILPROD","TOT","KTOE","A","1987",0,
"FIN","OILPROD","TOT","KTOE","A","1988",0,
"FIN","OILPROD","TOT","KTOE","A","1989",0,
"FIN","OILPROD","TOT","KTOE","A","1990",0,
"FIN","OILPROD","TOT","KTOE","A","1991",0,
"FIN","OILPROD","TOT","KTOE","A","1992",0,
"FIN","OILPROD","TOT","KTOE","A","1993",0,
"FIN","OILPROD","TOT","KTOE","A","1994",0,
"FIN","OILPROD","TOT","KTOE","A","1995",0,
"FIN","OILPROD","TOT","KTOE","A","1996",0,
"FIN","OILPROD","TOT","KTOE","A","1997",0,
"FIN","OILPROD","TOT","KTOE","A","1998",0,
"FIN","OILPROD","TOT","KTOE","A","1999",0,
"FIN","OILPROD","TOT","KTOE","A","2000",0,
"FIN","OILPROD","TOT","KTOE","A","2001",0,
"FIN","OILPROD","TOT","KTOE","A","2002",0,
"FIN","OILPROD","TOT","KTOE","A","2003",0,
"FIN","OILPROD","TOT","KTOE","A","2004",0,
"FIN","OILPROD","TOT","KTOE","A","2005",0,
"FIN","OILPROD","TOT","KTOE","A","2006",0,
"FIN","OILPROD","TOT","KTOE","A","2007",0,
"FIN","OILPROD","TOT","KTOE","A","2008",0,
"FIN","OILPROD","TOT","KTOE","A","2009",0,
"FIN","OILPROD","TOT","KTOE","A","2010",0,
"FIN","OILPROD","TOT","KTOE","A","2011",0,
"FIN","OILPROD","TOT","KTOE","A","2012",0,
"FIN","OILPROD","TOT","KTOE","A","2013",0,
"FIN","OILPROD","TOT","KTOE","A","2014",0,
"FIN","OILPROD","TOT","KTOE","A","2015",0,
"FIN","OILPROD","TOT","KTOE","A","2016",0,
"FIN","OILPROD","TOT","KTOE","A","2017",0,
"FIN","OILPROD","TOT","KTOE","A","2018",0,
"FIN","OILPROD","TOT","KTOE","A","2019",0,
"FIN","OILPROD","TOT","KTOE","A","2020",0,
"FIN","OILPROD","TOT","KTOE","A","2021",0,
"FRA","OILPROD","TOT","KTOE","A","1960",,"L"
"FRA","OILPROD","TOT","KTOE","A","1961",,"L"
"FRA","OILPROD","TOT","KTOE","A","1962",,"L"
"FRA","OILPROD","TOT","KTOE","A","1963",,"L"
"FRA","OILPROD","TOT","KTOE","A","1964",,"L"
"FRA","OILPROD","TOT","KTOE","A","1965",,"L"
"FRA","OILPROD","TOT","KTOE","A","1966",,"L"
"FRA","OILPROD","TOT","KTOE","A","1967",,"L"
"FRA","OILPROD","TOT","KTOE","A","1968",,"L"
"FRA","OILPROD","TOT","KTOE","A","1969",,"L"
"FRA","OILPROD","TOT","KTOE","A","1970",,"L"
"FRA","OILPROD","TOT","KTOE","A","1971",1861.6442,
"FRA","OILPROD","TOT","KTOE","A","1972",1483.7164,
"FRA","OILPROD","TOT","KTOE","A","1973",1253.7604,
"FRA","OILPROD","TOT","KTOE","A","1974",1079.7936,
"FRA","OILPROD","TOT","KTOE","A","1975",1027.8036,
"FRA","OILPROD","TOT","KTOE","A","1976",1056.798,
"FRA","OILPROD","TOT","KTOE","A","1977",1036.8019,
"FRA","OILPROD","TOT","KTOE","A","1978",1116.7866,
"FRA","OILPROD","TOT","KTOE","A","1979",1196.7713,
"FRA","OILPROD","TOT","KTOE","A","1980",1414.7296,
"FRA","OILPROD","TOT","KTOE","A","1981",1675.6798,
"FRA","OILPROD","TOT","KTOE","A","1982",1645.6855,
